0.000143	0.001037
0.000485	0.003504
0.000902	0.006483
0.001342	0.009593
0.001784	0.012681
0.002221	0.015696
0.002650	0.018626
0.003074	0.021477
0.003493	0.024264
0.003910	0.027001
0.004327	0.029708
0.004746	0.032399
0.005169	0.035094
0.005600	0.037807
0.006039	0.040556
0.006490	0.043357
0.006954	0.046225
0.007435	0.049176
0.007933	0.052227
0.008453	0.055393
0.008995	0.058690
0.009562	0.062134
0.010158	0.065739
0.010784	0.069521
0.011443	0.073488
0.012139	0.077640
0.012876	0.081952
0.013658	0.086350
0.014487	0.090645
0.015368	0.094367
0.016303	0.096409
0.017296	0.094168
0.018350	0.087640
0.019471	0.079414
0.020661	0.070587
0.021925	0.061617
0.023269	0.052680
0.024696	0.043838
0.026213	0.035099
0.027824	0.026448
0.029536	0.017863
0.031356	0.009317
0.033289	0.000782
0.035344	-0.007772
0.037526	-0.016375
0.039846	-0.025057
0.042311	-0.033849
0.044930	-0.042782
0.047712	-0.051888
0.050669	-0.061199
0.053811	-0.070749
0.057149	-0.080570
0.060695	-0.090698
0.064462	-0.101166
0.068461	-0.112005
0.072702	-0.123238
0.077191	-0.134867
0.081919	-0.146856
0.086841	-0.159066
0.091832	-0.171124
0.096580	-0.182100
0.100334	-0.189784
0.101326	-0.188980
0.099561	-0.179688
0.096813	-0.167093
0.093838	-0.153403
0.090957	-0.139538
0.088303	-0.125868
0.085928	-0.112523
0.083848	-0.099532
0.082068	-0.086881
0.080586	-0.074537
0.079398	-0.062463
0.078502	-0.050616
0.077894	-0.038954
0.077572	-0.027434
0.077535	-0.016015
0.077783	-0.004655
0.078316	0.006689
0.079136	0.018057
0.080247	0.029491
0.081652	0.041034
0.083357	0.052726
0.085366	0.064610
0.087687	0.076727
0.090327	0.089112
0.093292	0.101793
0.096582	0.114780
0.100181	0.128044
0.104043	0.141452
0.108037	0.154634
0.111847	0.166669
0.114719	0.175347
0.114884	0.175479
0.112341	0.167066
0.108861	0.155299
0.105199	0.142388
0.101674	0.129257
0.098414	0.116279
0.095470	0.103586
0.092857	0.091210
0.090577	0.079140
0.088626	0.067346
0.086999	0.055791
0.085692	0.044436
0.084699	0.033240
0.084017	0.022162
0.083644	0.011163
0.083578	0.000203
0.083818	-0.010760
0.084366	-0.021764
0.085224	-0.032850
0.086395	-0.044058
0.087882	-0.055429
0.089691	-0.067004
0.091828	-0.078819
0.094300	-0.090907
0.097113	-0.103298
0.100264	-0.116002
0.103739	-0.128988
0.107488	-0.142124
0.111383	-0.155038
0.115106	-0.166807
0.117903	-0.175222
0.118003	-0.175091
0.115408	-0.166415
0.111886	-0.154384
0.108194	-0.141207
0.104649	-0.127807
0.101381	-0.114555
0.098438	-0.101582
0.095838	-0.088921
0.093582	-0.076557
0.091665	-0.064461
0.090084	-0.052594
0.088834	-0.040915
0.087909	-0.029384
0.087307	-0.017957
0.087026	-0.006594
0.087064	0.004746
0.087422	0.016106
0.088100	0.027527
0.089102	0.039051
0.090430	0.050718
0.092089	0.062572
0.094085	0.074649
0.096424	0.086985
0.099110	0.099607
0.102141	0.112530
0.105501	0.125722
0.109142	0.139051
0.112933	0.152147
0.116558	0.164087
0.119260	0.172662
0.119271	0.172683
0.116589	0.164149
0.112986	0.152252
0.109215	0.139201
0.105595	0.125920
0.102254	0.112779
0.099242	0.099912
0.096574	0.087349
0.094252	0.075078
0.092273	0.063070
0.090631	0.051285
0.089321	0.039684
0.088338	0.028225
0.087679	0.016867
0.087342	0.005568
0.087325	-0.005712
0.087629	-0.017015
0.088254	-0.028382
0.089202	-0.039855
0.090477	-0.051475
0.092083	-0.063284
0.094025	-0.075320
0.096308	-0.087621
0.098935	-0.100215
0.101905	-0.113115
0.105202	-0.126291
0.108776	-0.139610
0.112497	-0.152702
0.116049	-0.164643
0.118674	-0.173225
0.118605	-0.173257
0.115839	-0.164740
0.112148	-0.152865
0.108284	-0.139840
0.104567	-0.126590
0.101124	-0.113485
0.098005	-0.100658
0.095225	-0.088140
0.092785	-0.075920
0.090681	-0.063966
0.088907	-0.052240
0.087459	-0.040704
0.086330	-0.029315
0.085518	-0.018033
0.085018	-0.006815
0.084830	0.004378
0.084953	0.015588
0.085386	0.026857
0.086132	0.038224
0.087193	0.049732
0.088573	0.061421
0.090275	0.073331
0.092305	0.085501
0.094663	0.097960
0.097349	0.110720
0.100344	0.123750
0.103598	0.136918
0.106981	0.149851
0.110173	0.161627
0.112418	0.170034
0.111944	0.169884
0.108750	0.161174
0.104604	0.149095
0.100258	0.135855
0.096029	0.122377
0.092043	0.109031
0.088347	0.095948
0.084955	0.083159
0.081865	0.070651
0.079071	0.058392
0.076565	0.046342
0.074339	0.034461
0.072385	0.022706
0.070696	0.011035
0.069265	-0.000596
0.068088	-0.012229
0.067160	-0.023906
0.066478	-0.035671
0.066039	-0.047566
0.065842	-0.059635
0.065886	-0.071921
0.066169	-0.084465
0.066693	-0.097309
0.067455	-0.110485
0.068450	-0.124007
0.069665	-0.137847
0.071063	-0.151875
0.072554	-0.165724
0.073922	-0.178472
0.074660	-0.187913
0.073585	-0.188861
0.070692	-0.181319
0.067158	-0.170481
0.063482	-0.158560
0.059871	-0.146483
0.056406	-0.134627
0.053117	-0.123127
0.050009	-0.112021
0.047079	-0.101300
0.044318	-0.090940
0.041719	-0.080909
0.039272	-0.071174
0.036968	-0.061698
0.034800	-0.052448
0.032759	-0.043391
0.030838	-0.034493
0.029029	-0.025722
0.027327	-0.017044
0.025725	-0.008429
0.024216	0.000154
0.022797	0.008737
0.021460	0.017351
0.020202	0.026022
0.019018	0.034777
0.017903	0.043630
0.016854	0.052574
0.015866	0.061553
0.014937	0.070390
0.014061	0.078630
0.013238	0.085179
0.012462	0.087448
0.011732	0.085447
0.011045	0.081780
0.010398	0.077557
0.009789	0.073251
0.009216	0.069056
0.008676	0.065045
0.008168	0.061243
0.007690	0.057654
0.007239	0.054270
0.006816	0.051084
0.006417	0.048084
0.006041	0.045260
0.005687	0.042602
0.005355	0.040100
0.005041	0.037745
0.004746	0.035529
0.004469	0.033443
0.004207	0.031479
0.003961	0.029631
0.003729	0.027892
0.003511	0.026254
0.003306	0.024713
0.003112	0.023263
0.002930	0.021898
0.002759	0.020613
0.002598	0.019403
0.002446	0.018265
0.002303	0.017193
0.002168	0.016184
0.002041	0.015235
0.001922	0.014341
0.001810	0.013500
0.001704	0.012709
0.001604	0.011963
0.001511	0.011262
0.001422	0.010601
0.001339	0.009980
0.001261	0.009395
0.001187	0.008844
0.001118	0.008326
0.001053	0.007838
0.000991	0.007378
0.000933	0.006946
0.000879	0.006539
0.000827	0.006156
0.000779	0.005795
0.000734	0.005455
0.000691	0.005136
0.000650	0.004835
0.000613	0.004552
0.000577	0.004285
0.000543	0.004034
0.000511	0.003798
0.000482	0.003575
0.000454	0.003366
0.000427	0.003169
0.000402	0.002983
0.000379	0.002809
0.000357	0.002644
0.000336	0.002490
0.000316	0.002344
0.000298	0.002207
0.000281	0.002078
0.000264	0.001956
0.000249	0.001842
0.000234	0.001734
0.000221	0.001632
0.000208	0.001537
0.000196	0.001447
0.000184	0.001362
0.000174	0.001283
0.000164	0.001208
0.000154	0.001137
0.000145	0.001070
0.000137	0.001008
0.000129	0.000949
0.000121	0.000893
0.000114	0.000841
0.000108	0.000792
0.000101	0.000746
0.000095	0.000702
0.000090	0.000661
0.000085	0.000623
0.000080	0.000586
0.000075	0.000552
0.000071	0.000520
0.000067	0.000489
0.000063	0.000461
0.000059	0.000434
0.000056	0.000408
0.000052	0.000385
0.000049	0.000362
0.000047	0.000341
0.000044	0.000321
0.000044	0.000321
